"[3.9419428746940813e-07, 6.813270611329382e-08, 0.04464179330945228]","[3.538619651834286e-07, 5.4176199565437256e-08, 0.061667359640200065]","[3.7238312733923645e-07, 1.5543982136223915e-07, 0.02828647222716166]","[3.3221537503252866e-07, 1.207713970207467e-07, 0.06280391093277397]","[2.56962038633479e-07, 9.263590663951173e-08, 0.07066508791389829]","[3.6392569930774583e-07, 8.676900264175095e-08, 0.04541275922726789]","[4.1047704009200256e-07, 6.301889333897687e-08, 0.055601411192100686]","[3.385789679160973e-07, 1.9192408904101717e-07, 0.023413919611166845]","[3.258510162783798e-07, 8.974563606840284e-08, 0.009841806982435072]","[2.566414958326619e-07, 8.450386923414613e-08, 0.061952058587256977]"
"[4.3560161645784677e-07, 4.7688195736590395e-08, 0.04027417967857499]","[3.5880543808691785e-07, 7.48932490337263e-08, 0.056297273443430954]","[3.7244021207329397e-07, 1.924664767417437e-07, 0.02197099733035115]","[3.653356954975924e-07, 1.2441262850693365e-07, 0.056498717434542975]","[2.029775848805188e-07, 1.0282408732526259e-07, 0.07938022964058059]","[3.6235718030585667e-07, 9.815610997831186e-08, 0.018420017298002175]","[4.377041654830105e-07, 7.220114995716434e-08, 0.06323210863097932]","[2.950549088007507e-07, 1.1576807095462572e-07, 0.025857608434731533]","[2.8578346971842883e-07, 1.0799678179805925e-07, 0.01401933062790009]","[2.7850443557026907e-07, 1.345038692341461e-07, 0.032019301695156946]"
"[4.7451321484631153e-07, 3.837581886687696e-08, 0.037898235385487894]","[3.6627090530602e-07, 9.528918346075766e-08, 0.04392582599106109]","[3.7227177108316244e-07, 1.8451193675859057e-07, 0.03224512457528804]","[3.738901520224669e-07, 1.1517752335579877e-07, 0.0477908210095429]","[2.2450598995450917e-07, 1.0641657967060986e-07, 0.08166914296772089]","[3.6147751972780007e-07, 1.1042753303569341e-07, 0.010358582950548582]","[4.224126530349535e-07, 9.590057116014256e-08, 0.05822695998341602]","[2.648676136705078e-07, 6.550710923318377e-08, 0.04080505301254522]","[2.71159107064393e-07, 1.234146303963526e-07, 0.030486234344027852]","[2.765439915138596e-07, 1.7953826420583047e-07, 0.010312752266740534]"
"[5.098111224363317e-07, 4.5085527990377473e-08, 0.0370074001517189]","[3.7373637252512213e-07, 1.1568511788778902e-07, 0.031554378538691225]","[3.7186343118352213e-07, 1.2079933075236812e-07, 0.049782837394244]","[3.52115647207934e-07, 1.0283723607094054e-07, 0.03713326392185566]","[2.310463968696442e-07, 9.832886258575998e-08, 0.057390359156353064]","[3.6179756444391025e-07, 1.0845260307603565e-07, 0.012199225767385182]","[3.758267856465981e-07, 1.1774738358396883e-07, 0.04450998577232052]","[2.6372964120533917e-07, 3.809001056833038e-08, 0.05684989368769035]","[2.7251606601293703e-07, 1.3166219854760586e-07, 0.049588048929659595]","[2.705121353192188e-07, 1.8655727357867955e-07, 0.0011634783152346412]"
"[5.212589074827167e-07, 7.089565369191261e-08, 0.03880645080759116]","[3.7969331339343996e-07, 1.3060527453126201e-07, 0.024581099446737795]","[3.7298146756990375e-07, 5.599973298608507e-08, 0.06410712884556506]","[3.3440842440437235e-07, 9.196916695064999e-08, 0.03235522625750751]","[2.8104639686964417e-07, 8.960169200842334e-08, 0.029265173185353197]","[3.6306543640639285e-07, 9.6911156951041e-08, 0.016262111562000352]","[3.292409182582427e-07, 1.395941960077951e-07, 0.030793011561225027]","[2.7439222222773394e-07, 8.48281543174291e-08, 0.0669605579454251]","[3.1827937398678943e-07, 1.2577989255615337e-07, 0.06661014937802859]","[3.0070435551912257e-07, 1.6276213388946116e-07, 0.021163478315234643]"
"[5.06534445809096e-07, 9.941797245451825e-08, 0.042304658189442755]","[3.8242738121973633e-07, 1.327996447454602e-07, 0.025966244870683674]","[3.746782555783116e-07, 4.675126634085239e-10, 0.06642676090318504]","[3.311619775358658e-07, 8.441920296149557e-08, 0.037096252414631437]","[3.3104639686964417e-07, 8.091777669271782e-08, 0.008987257207210518]","[3.651074330644177e-07, 8.303300913707285e-08, 0.02226846828423057]","[2.965469446163676e-07, 1.5484463159347535e-07, 0.026457823433319733]","[2.9288727430847144e-07, 1.3482815431742911e-07, 0.06507726228585874]","[3.6827937398678943e-07, 1.0803518744341345e-07, 0.07309897263292023]","[3.5070435551912257e-07, 1.1924266346290263e-07, 0.04116347831523465]"
"[4.615292934338544e-07, 1.247050075810788e-07, 0.045633094649664585]","[3.8170232083214204e-07, 1.2844774023138134e-07, 0.03991930442859351]","[3.758506731036122e-07, -3.248733659147614e-11, 0.05650948173494669]","[3.168330730372536e-07, 8.420809034146328e-08, 0.04590881640159036]","[3.64032178793851e-07, 8.306687453484312e-08, 0.007348946450344625]","[3.6979380210917196e-07, 8.509831881907117e-08, 0.034627267168749386]","[3.258253812813336e-07, 1.6779013053807103e-07, 0.026766077871934205]","[3.415280494276802e-07, 1.848281543174291e-07, 0.052461990293605154]","[4.167278576986399e-07, 8.923752649286308e-08, 0.05630820902285523]","[4.0070435551912257e-07, 7.568506969926725e-08, 0.06116347831523465]"
"[3.853893456919887e-07, 1.2974751493057775e-07, 0.046583178983746115]","[3.7407976020017326e-07, 1.0700639534366964e-07, 0.0573364935344432]","[3.7675644971600164e-07, 4.9967512663408524e-08, 0.04256590240901685]","[3.144974477369977e-07, 9.311263473058326e-08, 0.05447408863671506]","[3.985559342589563e-07, 8.761106327634476e-08, 0.027348946450344625]","[3.73502103905023e-07, 9.482305907966864e-08, 0.05251615097136603]","[3.7340854105938766e-07, 1.554081185100934e-07, 0.03431881609969086]","[3.761008223508171e-07, 2.1401619049302495e-07, 0.037121260342473685]","[4.2395405335641894e-07, 7.597291726657467e-08, 0.033859330684894724]","[4.308484285001905e-07, 6.481339377028408e-08, 0.07180849824460137]"
"[3.291334074166128e-07, 1.1645834145923701e-07, 0.04587525381973274]","[3.636183879319517e-07, 8.859490233976913e-08, 0.06433564890449692]","[3.757156025945769e-07, 9.996751266340853e-08, 0.02957820782278247]","[3.139928131850529e-07, 1.1224917484564388e-07, 0.06046747486224784]","[3.5153856335173394e-07, 9.56360636616046e-08, 0.047348946450344626]","[3.7575543232158196e-07, 1.0834439979131882e-07, 0.06755755000114479]","[4.2288923661113483e-07, 1.167420186198067e-07, 0.043796225472792466]","[4.105239178184532e-07, 2.182217547790185e-07, 0.024344022289148753]","[3.939636442880435e-07, 6.824360596990068e-08, 0.01816687369496084]","[3.992665875694237e-07, 8.665846062888438e-08, 0.05826470536430438]"
"[3.2242455194975776e-07, 7.418540294488345e-08, 0.04428317917818765]","[3.593737081147682e-07, 7.83843851169444e-08, 0.05918339947399333]","[3.740500814919701e-07, 1.4996751266340853e-07, 0.024604436778888628]","[3.222756474553607e-07, 1.2585810944630503e-07, 0.061478868887772806]","[3.0492531999597536e-07, 1.0886345952223828e-07, 0.06655038556219887]","[3.778608899660857e-07, 1.168887882185416e-07, 0.06449369398650456]","[4.3378441814568564e-07, 7.875590893773495e-08, 0.05346263041532056]","[4.1255224517311e-07, 1.7483929972373787e-07, 0.029791628570759624]","[3.1433531136230694e-07, 8.176138130656979e-08, 0.01683203722070219]","[3.4852711963346904e-07, 1.1274533934033667e-07, 0.040425114129329254]"
"[3.3262651483369566e-07, 4.610344820937769e-08, 0.04140536529064158]","[3.6179146169049514e-07, 8.78146785224028e-08, 0.043032381088171937]","[3.7169667868053e-07, 1.832909815201647e-07, 0.030967326021368764]","[3.3497269209707925e-07, 1.1954917891923744e-07, 0.06008571139361676]","[3.1233504581911604e-07, 1.2495672173065363e-07, 0.07659060769593348]","[3.7244947636953176e-07, 1.2472173068145823e-07, 0.05176927845603594]","[4.0833743370644784e-07, 7.225506028541851e-08, 0.05701669620341331]","[3.7866391689588223e-07, 1.2012406163492023e-07, 0.049625065820238665]","[2.490284088662649e-07, 1.0948797987277172e-07, 0.023582443737822492]","[2.980330018636716e-07, 1.389363841550023e-07, 0.023522460550238745]"
"[3.6540236171103817e-07, 3.4951783648069e-08, 0.0387144114379733]","[3.6656207958545037e-07, 1.0762930980919962e-07, 0.02764653097206256]","[3.6980065413168565e-07, 2.087193497864879e-07, 0.04499004116639124]","[3.403401018563611e-07, 1.0954132061403968e-07, 0.05115791733165277]","[3.451734140062425e-07, 1.2485903951484624e-07, 0.0716668180382757]","[3.651258807425039e-07, 1.2426155174862245e-07, 0.036974370665255295]","[3.574771387115284e-07, 6.858075345183815e-08, 0.05735374064568055]","[3.3278168025237077e-07, 7.267448670500847e-08, 0.06786076438782138]","[2.150993813838639e-07, 1.356073244006524e-07, 0.043582443737822496]","[2.7178109025842965e-07, 1.605962841583899e-07, 0.013275957402288038]"
"[4.1178621141946827e-07, 3.5254869623067836e-08, 0.03830624071774307]","[3.726157726526772e-07, 1.2765397655524453e-07, 0.018649289715952984]","[3.705586668494027e-07, 1.798520619142697e-07, 0.05878781040928402]","[3.5129694309903573e-07, 9.833443043939694e-08, 0.04019824416586379]","[3.8160671063315863e-07, 1.1759963106323015e-07, 0.05906088257188678]","[3.582021971245254e-07, 1.0905453087053144e-07, 0.026031517927742522]","[3.207474060200085e-07, 9.875202854874661e-08, 0.048378545007179787]","[2.866651161444209e-07, 7.623475905778892e-08, 0.07542850514468448]","[2.3343763139424327e-07, 1.4895147401504883e-07, 0.0635824437378225]","[2.8656082340401964e-07, 1.6065741812699649e-07, 0.016487760483702985]"
"[4.542037864060466e-07, 6.090038077789597e-08, 0.0398726901865986]","[3.7748343655786033e-07, 1.3638695279697748e-07, 0.02052861057459077]","[3.7394894728813777e-07, 1.4046170857146267e-07, 0.06384554208418396]","[3.685832345541779e-07, 8.673609488312306e-08, 0.03294004106554313]","[4.0434709954589643e-07, 1.0902734694513102e-07, 0.041090242898181986]","[3.5271891767947727e-07, 8.390393308140146e-08, 0.016361815173783788]","[3.00442330253217e-07, 1.3465871792742216e-07, 0.03675743091515873]","[2.4381366228374837e-07, 1.2623475905778892e-07, 0.06592705794700228]","[2.8343763139424326e-07, 1.415011862494967e-07, 0.0745527941737774]","[3.3656082340401964e-07, 1.3847707720746433e-07, 0.03648776048370299]"
"[4.822451480241835e-07, 9.78794213723859e-08, 0.042233809881092724]","[3.802844069026346e-07, 1.3722352941247442e-07, 0.03873645165175889]","[3.770549977880667e-07, 9.803428852298138e-08, 0.05811471703982493]","[3.647710105671782e-07, 7.958440913731276e-08, 0.03204710511330124]","[4.1923044416565836e-07, 1.029293591359172e-07, 0.02402799599824711]","[3.575684622079973e-07, 7.419046359167257e-08, 0.014730994768556117]","[3.390646733571946e-07, 1.6951466752702118e-07, 0.027130457056701356]","[2.552164050511312e-07, 1.7623475905778892e-07, 0.0451912957658937]","[3.3343763139424326e-07, 1.2022933059829803e-07, 0.0610066339000976]","[3.8656082340401964e-07, 1.1184728971383124e-07, 0.05648776048370299]"
"[4.920280028888392e-07, 1.20437223707574e-07, 0.044406654962500874]","[3.796923935354815e-07, 1.221183744678969e-07, 0.05873645165175889]","[3.7728715941344946e-07, 5.8157517383604154e-08, 0.044056951580989594]","[3.5937945064834644e-07, 7.52258749756544e-08, 0.04106455480258444]","[4.0888175250969127e-07, 9.746823837728886e-08, 0.014656271207390256]","[3.6394523463834817e-07, 7.637303205266162e-08, 0.015148701792436586]","[3.8864946894838775e-07, 1.8874012119197011e-07, 0.029390289874946074]","[2.815879044576754e-07, 2.0360858090199527e-07, 0.0255088881067309]","[3.8343763139424326e-07, 8.923467220392623e-08, 0.0397100299365286]","[4.282672603247926e-07, 8.572417941598579e-08, 0.06473768500075801]"
"[4.805977724023361e-07, 1.233096670839924e-07, 0.046544020141145934]","[3.733612379609484e-07, 1.0361871323661316e-07, 0.07230307817116718]","[3.7613128943908455e-07, 3.046331134335299e-08, 0.030283723957214573]","[3.415151747400001e-07, 9.175652934858927e-08, 0.052978919010819914]","[3.9569841906459384e-07, 9.49322359841888e-08, 0.014945518887079394]","[3.7333421968743794e-07, 8.994196567832483e-08, 0.035148701792436586]","[4.305484481100986e-07, 2.061501145360737e-07, 0.0409777463718798]","[3.230560800790743e-07, 1.8711507161039027e-07, 0.013045757248752836]","[4.053723991802666e-07, 6.331698632099974e-08, 0.02101129957257055]","[4.4522624846813697e-07, 7.471121092626209e-08, 0.0586381326902623]"
"[4.51243196814021e-07, 9.561385472306782e-08, 0.04611949716102131]","[3.656295159286493e-07, 8.550658652700796e-08, 0.07396947048825031]","[3.7288444680336313e-07, 1.6116963906221707e-08, 0.025264253105452324]","[3.357218902860366e-07, 1.0901296180953667e-07, 0.05885941070164659]","[3.766517390508731e-07, 9.365869927470908e-08, 0.02670153071669899]","[3.820904729807706e-07, 1.0553985157261613e-07, 0.05514870179243658]","[4.561294415136711e-07, 1.9686798842730255e-07, 0.05498109386194125]","[3.542464588159583e-07, 1.4037285694717095e-07, 0.02090227231906934]","[3.8220735672566485e-07, 4.961471703382106e-08, 0.014424720133157654]","[4.2228986392619446e-07, 8.151233502999663e-08, 0.039003106151323824]"
